,Education,Income,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,joined_days,Age,Living_With,Children,Family_Size,Is_Parent
1582,Graduate,82460.0,78,255,47,573,52,32,15,1,5,3,6,1,4342,74,Alone,0,1,0
1583,Postgraduate,45903.0,80,33,8,10,2,10,3,2,2,1,3,4,3956,58,Partner,1,3,1
1584,Graduate,81361.0,18,163,23,424,27,65,76,1,3,10,13,1,3954,37,Alone,0,1,0
1585,Postgraduate,35860.0,37,15,0,8,4,2,20,2,1,1,2,5,3960,51,Alone,2,3,1
1586,Postgraduate,40442.0,52,45,12,52,25,22,13,4,3,1,4,7,4691,72,Partner,2,4,1
1587,Graduate,61482.0,39,48,58,68,16,66,43,1,3,2,6,2,3952,59,Partner,0,2,0
1588,Graduate,34968.0,11,158,6,45,8,2,2,7,3,2,5,7,4334,44,Partner,1,3,1
1589,Graduate,75794.0,33,754,160,625,63,32,48,1,7,5,12,3,4320,37,Partner,0,2,0
1590,Postgraduate,31497.0,22,108,1,28,13,1,4,2,3,1,4,8,4704,62,Partner,1,3,1
1591,Graduate,74268.0,83,199,66,315,97,174,41,1,4,3,5,2,4330,69,Partner,0,2,0
1592,Undergraduate,13724.0,43,2,7,5,2,15,27,1,2,0,2,9,4679,36,Partner,1,3,1
1593,Postgraduate,45143.0,74,202,5,74,11,5,14,3,6,1,5,7,4318,59,Partner,1,3,1
1594,Postgraduate,52569.0,54,85,0,3,0,0,7,1,2,0,4,3,3974,57,Alone,1,2,1
1595,Postgraduate,48432.0,3,322,3,50,4,3,42,5,7,1,6,8,4692,51,Alone,1,2,1
1596,Postgraduate,17144.0,96,18,2,19,0,2,6,5,3,0,4,7,3964,64,Partner,2,4,1
1597,Graduate,36108.0,68,141,8,129,3,11,47,3,7,1,4,9,4329,40,Alone,1,2,1
1598,Graduate,76445.0,2,739,107,309,140,80,35,1,2,5,13,6,4682,53,Partner,1,3,1
1599,Postgraduate,36663.0,40,18,0,6,3,3,5,1,1,1,3,2,3954,49,Partner,1,3,1
1600,Postgraduate,53843.0,64,378,0,88,19,4,73,4,8,5,3,7,4317,59,Partner,1,3,1
1601,Postgraduate,90226.0,26,1083,108,649,253,151,108,1,4,7,12,2,4684,68,Partner,0,2,0
1602,Postgraduate,70638.0,69,1016,12,215,16,12,63,1,4,5,10,3,4343,69,Alone,0,1,0
1603,Graduate,44512.0,57,23,1,6,0,0,2,2,1,0,3,4,4314,64,Partner,2,4,1
1604,Graduate,27116.0,78,12,1,21,2,2,3,2,2,0,3,7,3977,63,Partner,2,4,1
1605,Postgraduate,54072.0,71,35,0,4,0,0,0,1,2,0,2,8,4317,61,Partner,2,4,1
1606,Graduate,71855.0,59,548,31,422,0,112,28,4,5,5,11,3,4328,47,Partner,1,3,1
1607,Undergraduate,51250.0,28,342,32,230,34,32,40,5,10,5,4,9,4314,34,Alone,1,2,1
1608,Postgraduate,60432.0,61,365,3,15,4,3,11,5,7,2,5,6,3970,51,Partner,1,3,1
1609,Postgraduate,65526.0,22,397,19,69,12,0,9,1,4,4,8,2,3968,60,Partner,1,3,1
1610,Graduate,68655.0,95,456,19,832,75,118,38,1,4,5,11,3,4700,36,Alone,0,1,0
1611,Undergraduate,12393.0,38,5,6,15,11,7,13,1,2,0,3,9,4706,46,Partner,0,2,0
1612,Graduate,64509.0,19,836,185,575,24,25,77,1,6,3,9,4,4327,34,Alone,0,1,0
1613,Graduate,33955.0,92,100,2,128,23,7,10,4,5,1,5,8,4335,49,Alone,1,2,1
1614,Graduate,31353.0,24,10,0,10,3,1,7,2,1,1,2,8,4315,47,Partner,2,4,1
1615,Graduate,55434.0,21,238,115,215,169,69,76,3,5,3,13,4,4339,40,Partner,1,3,1
1616,Graduate,28359.0,35,6,0,5,2,1,2,1,1,0,2,7,4317,41,Partner,1,3,1
1617,Graduate,57100.0,9,158,11,99,15,11,17,2,3,2,7,3,3961,37,Alone,1,2,1
1618,Graduate,69139.0,23,86,12,75,33,15,6,1,4,1,5,4,3952,59,Partner,1,3,1
1619,Postgraduate,52973.0,92,856,0,76,12,9,199,7,9,6,9,8,4702,68,Partner,1,3,1
1620,Postgraduate,51717.0,55,98,1,17,0,1,5,1,3,0,4,7,4324,59,Partner,1,3,1
1621,Graduate,18793.0,14,4,16,20,0,17,20,3,2,0,4,8,4332,53,Partner,1,3,1
1622,Undergraduate,66664.0,78,398,96,447,220,96,32,1,5,7,6,3,4685,42,Partner,0,2,0
1623,Graduate,50664.0,64,313,8,104,6,4,126,9,8,1,6,9,4328,65,Alone,2,3,1
1624,Graduate,54414.0,49,109,18,16,24,26,18,4,3,1,5,4,4321,61,Partner,2,4,1
1625,Postgraduate,54549.0,8,216,2,6,0,0,9,2,5,1,4,7,3976,72,Partner,1,3,1
1626,Postgraduate,47111.0,35,595,71,153,120,112,41,6,3,2,10,9,4702,53,Alone,1,2,1
1627,Postgraduate,41003.0,11,123,133,142,71,44,88,1,6,2,8,6,4327,61,Alone,0,1,0
1628,Graduate,19444.0,8,16,0,23,3,2,10,3,4,1,2,7,3957,42,Partner,1,3,1
1629,Undergraduate,36301.0,53,11,12,35,3,5,12,1,3,0,3,7,4319,48,Partner,1,3,1
1630,Postgraduate,73059.0,36,410,112,420,0,82,71,1,9,3,13,4,4313,77,Partner,1,3,1
1631,Postgraduate,42731.0,64,159,2,51,6,2,24,3,4,1,5,5,4323,55,Partner,1,3,1
1632,Postgraduate,52854.0,43,105,0,10,0,1,0,2,2,1,4,5,3955,65,Partner,2,4,1
1633,Graduate,22775.0,40,5,1,8,0,0,1,1,1,0,2,8,4325,46,Partner,1,3,1
1634,Postgraduate,46681.0,52,269,15,69,15,19,38,2,4,6,4,5,4336,76,Partner,2,4,1
1635,Postgraduate,59821.0,11,629,0,70,0,0,35,6,11,2,7,8,4332,69,Partner,1,3,1
1636,Graduate,50002.0,21,443,5,71,21,16,82,2,8,2,7,7,4327,70,Alone,1,2,1
1637,Graduate,69755.0,23,217,77,373,111,23,93,1,3,6,12,1,4342,79,Partner,0,2,0
1638,Graduate,44078.0,17,24,1,10,2,0,4,2,2,0,3,5,3960,55,Partner,2,4,1
1639,Postgraduate,30560.0,6,9,1,5,4,5,7,1,1,0,3,7,4317,48,Partner,1,3,1
1640,Postgraduate,35924.0,56,8,0,14,2,3,7,1,1,0,3,5,3956,55,Partner,2,4,1
1641,Postgraduate,64140.0,71,1459,0,61,0,15,215,5,2,5,6,5,4321,60,Alone,2,3,1
1642,Graduate,56386.0,51,230,48,214,13,32,75,8,9,1,7,9,4683,43,Partner,2,4,1
1643,Undergraduate,24594.0,94,1,3,6,10,0,9,1,1,0,3,5,4334,45,Partner,1,3,1
1644,Undergraduate,75774.0,27,340,21,134,258,14,56,1,7,5,8,4,3977,43,Partner,1,3,1
1645,Postgraduate,39228.0,1,7,1,6,0,3,3,1,0,0,3,4,4334,64,Alone,0,1,0
1646,Postgraduate,58494.0,56,298,7,68,4,0,19,2,6,2,6,6,4332,50,Partner,1,3,1
1647,Graduate,58684.0,71,479,35,179,28,7,85,1,5,3,12,2,3963,43,Alone,0,1,0
1648,Graduate,57136.0,18,267,140,599,34,12,127,1,7,5,7,6,4326,57,Alone,0,1,0
1649,Postgraduate,56551.0,48,67,4,32,17,2,16,3,2,1,4,4,3972,74,Alone,2,3,1
1650,Graduate,22448.0,86,3,1,8,23,2,18,3,2,1,3,3,3953,42,Partner,1,3,1
1651,Graduate,82014.0,48,980,37,265,35,163,31,1,3,6,12,6,4690,63,Alone,0,1,0
1652,Graduate,34213.0,2,50,4,28,6,3,26,3,3,1,2,9,4703,61,Alone,2,3,1
1653,Graduate,157146.0,13,1,0,1725,2,1,1,0,0,28,0,1,4315,47,Partner,0,2,0
1654,Postgraduate,25358.0,57,19,0,5,0,0,8,2,1,0,3,6,4322,77,Alone,1,2,1
1655,Postgraduate,35544.0,77,30,5,23,4,1,4,1,2,0,3,7,3971,46,Alone,1,2,1
1656,Postgraduate,36634.0,0,213,9,76,4,3,30,3,5,2,5,7,4316,70,Partner,1,3,1
1657,Postgraduate,62670.0,57,539,30,92,80,46,38,1,5,3,13,3,3977,70,Partner,1,3,1
1658,Undergraduate,50334.0,24,284,16,160,84,16,134,6,7,4,6,6,4320,52,Partner,1,3,1
1659,Graduate,72066.0,55,1003,34,536,134,51,34,1,4,6,6,2,3956,43,Alone,0,1,0
1660,Postgraduate,50729.0,62,239,13,143,45,4,52,9,6,2,7,6,4342,66,Alone,2,3,1
1661,Graduate,34916.0,89,51,23,82,33,0,42,4,5,1,3,9,4329,56,Partner,2,4,1
1662,Graduate,64892.0,77,527,24,230,32,24,65,2,6,4,12,4,3950,48,Alone,1,2,1
1663,Graduate,43602.0,45,19,5,12,10,3,19,3,3,1,2,6,3969,58,Alone,2,3,1
1664,Postgraduate,33996.0,46,40,2,15,8,0,6,1,1,1,3,4,4333,35,Alone,0,1,0
1665,Undergraduate,41473.0,80,21,8,20,15,3,9,1,2,0,3,7,4325,39,Alone,1,2,1
1666,Postgraduate,63246.0,60,593,30,91,29,22,7,1,6,3,12,4,4324,57,Partner,2,4,1
1667,Postgraduate,36732.0,71,21,5,3,10,1,7,3,1,1,4,2,4315,65,Partner,2,4,1
1668,Postgraduate,69084.0,43,1181,107,199,39,30,30,2,7,3,13,8,4325,54,Partner,1,3,1
1669,Postgraduate,77766.0,97,1004,59,265,115,59,27,2,11,10,11,6,4322,57,Partner,1,3,1
1670,Postgraduate,37929.0,49,202,2,46,3,2,10,2,4,2,5,7,4314,39,Alone,0,1,0
1671,Graduate,86610.0,66,446,107,768,33,196,53,1,5,6,6,2,4339,73,Partner,0,2,0
1672,Postgraduate,80141.0,20,1184,102,673,52,40,40,1,7,4,10,6,4333,38,Partner,0,2,0
1673,Undergraduate,72635.0,54,390,22,323,104,35,107,1,6,8,6,3,4341,69,Partner,0,2,0
1674,Graduate,69016.0,61,726,53,363,123,107,161,4,8,9,13,5,4688,54,Partner,1,3,1
1675,Undergraduate,20193.0,18,8,8,22,24,11,9,1,1,1,4,4,4682,33,Partner,0,2,0
1676,Graduate,27573.0,45,50,15,110,39,15,15,4,5,1,4,8,4319,49,Partner,1,3,1
1677,Undergraduate,15862.0,26,1,1,4,11,9,10,1,1,0,3,8,4317,45,Alone,1,2,1
1678,Postgraduate,49544.0,0,308,0,73,0,0,23,2,5,1,8,7,4332,48,Partner,1,3,1
1679,Graduate,33228.0,28,22,2,31,7,4,5,1,2,0,3,7,3956,44,Partner,1,3,1
1680,Graduate,70440.0,49,690,117,499,76,102,88,1,5,10,7,3,4336,46,Partner,0,2,0
1681,Graduate,38232.0,84,43,5,28,7,6,33,4,3,1,3,5,3962,53,Partner,2,4,1
1682,Postgraduate,22554.0,38,27,0,10,0,0,4,4,2,0,4,5,4707,69,Partner,2,4,1
1683,Postgraduate,23536.0,53,6,0,3,0,0,1,1,0,0,3,3,3975,41,Partner,1,3,1
1684,Graduate,49413.0,88,205,7,41,3,2,46,2,4,2,5,5,4319,72,Partner,1,3,1
1685,Graduate,42231.0,99,24,0,8,0,1,4,1,1,0,3,5,3954,55,Partner,2,4,1
1686,Postgraduate,78789.0,12,667,50,850,21,83,83,1,4,6,5,2,4702,44,Alone,0,1,0
1687,Graduate,56534.0,35,691,7,61,10,0,46,4,10,4,7,8,4321,56,Partner,1,3,1
1688,Graduate,58350.0,5,493,26,206,116,80,80,4,8,3,12,6,4340,53,Alone,1,2,1
1689,Graduate,81217.0,77,493,70,324,146,40,84,1,3,7,11,1,4325,35,Alone,0,1,0
1690,Graduate,49090.0,45,494,5,82,7,0,100,3,7,2,9,7,4325,73,Alone,1,2,1
1691,Postgraduate,61787.0,71,621,73,414,78,48,85,1,8,4,6,5,4338,37,Alone,0,1,0
1692,Postgraduate,18169.0,40,9,0,5,0,0,7,1,1,0,2,8,4325,39,Partner,1,3,1
1693,Undergraduate,24336.0,82,1,6,2,8,2,12,1,1,0,2,7,4683,43,Alone,1,2,1
1694,Graduate,18222.0,70,12,4,19,12,6,14,1,2,0,3,8,4679,34,Partner,0,2,0
1695,Graduate,62335.0,87,243,131,217,85,6,26,2,3,3,13,2,4321,72,Alone,1,2,1
1696,Undergraduate,42033.0,95,11,1,4,2,0,7,1,1,0,2,7,4691,53,Partner,2,4,1
1697,Postgraduate,86580.0,72,532,21,127,26,20,20,0,4,2,5,1,4317,41,Partner,0,2,0
1698,Postgraduate,41437.0,5,29,0,2,0,0,1,1,1,0,3,7,4688,67,Alone,2,3,1
1699,Postgraduate,73705.0,86,612,91,520,258,107,107,2,9,6,8,5,3974,73,Alone,2,3,1
1700,Graduate,61064.0,80,387,126,342,0,45,180,5,8,4,11,6,4679,48,Partner,1,3,1
1701,Postgraduate,38452.0,62,56,0,14,0,0,2,3,3,0,3,7,3949,69,Partner,2,4,1
1702,Graduate,18358.0,49,6,8,19,16,4,4,3,3,0,4,7,4324,35,Alone,1,2,1
1703,Postgraduate,55012.0,85,582,0,65,0,0,13,6,8,2,9,5,3958,51,Partner,1,3,1
1704,Undergraduate,9722.0,7,6,17,16,6,16,42,4,3,1,3,8,4708,51,Partner,1,3,1
1705,Postgraduate,38175.0,6,70,6,69,2,3,3,3,3,1,4,7,4321,40,Partner,1,3,1
1706,Postgraduate,58656.0,25,962,12,194,16,24,12,4,7,8,13,6,4690,68,Partner,1,3,1
1707,Graduate,52117.0,55,112,10,107,30,0,20,2,5,2,4,7,4694,59,Partner,1,3,1
1708,Graduate,64813.0,81,293,0,124,179,97,52,1,7,2,10,5,3977,46,Partner,1,3,1
1709,Postgraduate,54222.0,98,199,12,31,3,12,7,1,3,3,5,3,3978,51,Partner,1,3,1
1710,Graduate,83512.0,31,1060,61,835,80,20,101,1,4,7,10,1,3962,38,Partner,0,2,0
1711,Postgraduate,77520.0,30,940,44,396,0,88,58,1,8,7,7,4,4316,65,Partner,1,3,1
1712,Graduate,41154.0,98,44,2,11,2,3,7,1,1,0,4,5,4335,46,Partner,1,3,1
1713,Graduate,80398.0,92,342,51,936,207,35,26,1,5,8,12,3,4700,58,Partner,0,2,0
1714,Undergraduate,18746.0,41,2,10,11,12,9,20,2,3,0,3,6,3950,32,Alone,1,2,1
1715,Graduate,35196.0,68,75,12,141,43,39,187,6,6,1,5,8,4697,40,Partner,1,3,1
1716,Graduate,60230.0,78,520,20,367,39,81,40,2,6,3,6,5,4324,68,Alone,1,2,1
1717,Graduate,22108.0,46,5,3,9,6,2,6,2,2,0,3,7,3971,47,Partner,2,4,1
1718,Graduate,44392.0,71,87,5,71,7,12,29,5,4,1,4,7,4339,50,Partner,2,4,1
1719,Postgraduate,55424.0,6,462,61,184,10,53,107,4,7,5,9,6,4685,48,Partner,1,3,1
1720,Graduate,17688.0,82,2,2,1,3,1,2,1,1,0,2,8,4331,45,Partner,1,3,1
1721,Postgraduate,92491.0,71,979,44,935,29,25,22,1,7,5,12,3,4343,41,Partner,0,2,0
1722,Graduate,90273.0,32,704,129,853,120,74,111,1,5,6,7,2,4330,33,Alone,0,1,0
1723,Postgraduate,82571.0,28,861,31,558,62,95,79,0,6,5,13,2,3977,62,Alone,0,1,0
1724,Postgraduate,38513.0,20,172,3,115,16,0,18,5,6,1,5,8,3951,42,Alone,1,2,1
1725,Postgraduate,16653.0,10,5,7,31,15,4,7,3,2,1,3,6,3961,45,Alone,1,2,1
1726,Graduate,42586.0,7,194,2,56,0,0,0,5,4,1,6,8,4681,69,Partner,2,4,1
1727,Undergraduate,23529.0,67,9,7,13,3,2,20,1,1,1,2,6,4337,59,Alone,1,2,1
1728,Postgraduate,74881.0,48,505,72,270,36,27,54,4,9,2,12,5,4336,63,Partner,2,4,1
1729,Graduate,71107.0,61,533,10,217,198,174,195,2,7,6,13,4,4327,73,Partner,1,3,1
1730,Postgraduate,46910.0,36,48,0,14,0,0,6,2,2,0,3,6,3956,60,Partner,2,4,1
1731,Graduate,18690.0,77,6,1,7,23,4,19,1,1,1,2,8,4682,65,Partner,0,2,0
1732,Graduate,37244.0,90,18,2,10,0,0,25,1,1,1,2,7,4317,69,Alone,2,3,1
1733,Graduate,82427.0,35,482,147,509,104,107,107,1,3,5,12,1,3967,58,Partner,0,2,0
1734,Undergraduate,75342.0,38,204,97,97,21,118,26,1,5,2,10,4,4338,66,Alone,1,2,1
1735,Graduate,70044.0,46,1073,0,250,153,14,14,4,7,10,5,5,4326,70,Alone,1,2,1
1736,Graduate,79146.0,33,245,16,223,21,43,16,2,8,1,8,6,3955,57,Alone,2,3,1
1737,Graduate,77437.0,70,560,21,442,29,44,29,1,4,5,13,1,4318,61,Partner,0,2,0
1738,Graduate,54984.0,51,173,13,131,32,3,6,4,6,1,6,7,3955,65,Partner,1,3,1
1739,Postgraduate,42403.0,18,22,1,11,0,5,3,1,1,0,3,8,4333,53,Partner,1,3,1
1740,Graduate,55761.0,97,136,1,12,0,3,32,2,4,1,3,6,3955,60,Partner,1,3,1
1741,Graduate,37292.0,32,275,0,86,10,23,66,5,6,3,5,8,4326,41,Partner,1,3,1
1742,Postgraduate,45576.0,9,56,19,29,2,14,25,1,3,1,3,8,3951,79,Alone,0,1,0
1743,Graduate,70321.0,6,303,23,751,82,26,191,1,6,5,13,4,4328,77,Partner,0,2,0
1744,Postgraduate,58086.0,80,708,7,62,0,0,15,2,11,3,7,8,4324,55,Alone,1,2,1
1745,Graduate,81795.0,74,324,132,693,27,118,88,1,4,11,7,2,4684,72,Partner,0,2,0
1746,Undergraduate,28389.0,49,1,5,3,7,4,8,1,1,0,2,7,4690,77,Partner,0,2,0
1747,Postgraduate,66835.0,21,620,26,195,34,17,141,1,6,4,13,2,4316,78,Partner,0,2,0
1748,Graduate,69901.0,95,312,21,206,102,92,149,3,7,3,10,5,4315,55,Alone,1,2,1
1749,Postgraduate,80360.0,56,1493,86,454,112,43,43,2,4,4,5,2,4341,75,Partner,0,2,0
1750,Postgraduate,63342.0,48,918,21,118,13,10,21,3,8,3,5,6,4694,63,Partner,1,3,1
1751,Graduate,44989.0,26,98,0,106,49,10,106,5,5,1,5,6,4698,50,Partner,1,3,1
1752,Undergraduate,31859.0,3,3,4,7,15,8,11,1,1,0,3,7,3952,44,Alone,1,2,1
1753,Postgraduate,51569.0,39,380,0,47,6,0,34,4,7,1,7,8,4332,75,Alone,1,2,1
1754,Graduate,30372.0,33,15,0,12,7,3,7,3,2,0,3,7,4685,53,Alone,2,3,1
1755,Undergraduate,16014.0,42,3,9,4,7,8,7,4,1,1,4,3,4327,45,Alone,2,3,1
1756,Graduate,41120.0,80,24,2,23,0,8,24,3,2,1,3,6,4338,56,Partner,2,4,1
1757,Postgraduate,39763.0,9,80,1,60,4,6,16,2,5,1,2,9,4340,53,Alone,1,2,1
1758,Postgraduate,38725.0,52,31,0,6,2,1,5,2,1,0,4,4,3969,69,Partner,2,4,1
1759,Graduate,77981.0,78,138,120,204,16,126,60,3,7,4,7,5,4318,52,Partner,1,3,1
1760,Undergraduate,62905.0,68,166,75,96,119,107,59,3,7,2,8,4,4334,60,Partner,1,3,1
1761,Undergraduate,13533.0,45,12,3,8,8,0,17,2,2,0,3,7,4334,45,Alone,1,2,1
1762,Graduate,59481.0,47,178,3,85,71,66,58,2,3,3,8,2,4321,49,Partner,1,3,1
1763,Graduate,72117.0,34,707,20,171,65,60,50,1,9,7,9,5,4324,47,Partner,1,3,1
1764,Undergraduate,21955.0,81,5,1,7,17,14,11,2,2,1,3,6,4337,38,Partner,1,3,1
1765,Graduate,67131.0,72,465,71,250,93,35,62,3,9,2,12,6,4318,68,Partner,1,3,1
1766,Postgraduate,36802.0,23,16,1,2,0,0,1,1,1,0,3,5,3963,44,Alone,1,2,1
1767,Graduate,71853.0,29,358,108,413,141,97,32,1,2,8,6,1,4336,42,Partner,0,2,0
1768,Undergraduate,28249.0,80,1,9,7,2,14,10,1,2,0,3,6,3964,63,Partner,0,2,0
1769,Postgraduate,47808.0,30,123,1,26,2,0,72,2,3,2,3,7,4324,49,Partner,1,3,1
1770,Postgraduate,25509.0,15,40,3,30,10,7,11,3,3,0,3,9,4692,50,Alone,1,2,1
1771,Postgraduate,51012.0,86,102,9,63,2,9,24,1,4,1,4,6,4326,78,Partner,0,2,0
1772,Graduate,70596.0,68,347,44,534,17,0,26,1,3,5,12,2,4705,39,Alone,0,1,0
1773,Postgraduate,85431.0,54,376,53,462,168,53,53,1,2,7,7,0,4336,72,Partner,0,2,0
1774,Graduate,42664.0,44,21,0,3,0,0,0,1,1,0,3,6,3961,57,Partner,1,3,1
1775,Graduate,42586.0,7,194,2,56,0,0,0,5,4,1,6,8,4681,69,Partner,2,4,1
1776,Graduate,29760.0,87,64,4,68,7,5,17,4,3,1,4,8,4681,39,Alone,1,2,1
1777,Postgraduate,28973.0,59,206,0,46,3,2,12,2,5,1,5,8,4697,47,Partner,0,2,0
1778,Postgraduate,39435.0,16,71,0,18,0,0,13,1,3,1,2,7,4338,51,Partner,1,3,1
1779,Undergraduate,65370.0,1,71,22,112,138,89,29,1,2,3,13,1,4343,40,Partner,0,2,0
1780,Undergraduate,20194.0,64,0,4,7,11,10,15,2,2,0,3,6,4693,45,Alone,1,2,1
1781,Postgraduate,42473.0,72,93,1,21,0,4,25,3,2,1,4,5,3962,48,Alone,2,3,1
1782,Graduate,64590.0,98,920,138,168,36,46,30,1,9,4,10,6,4696,56,Partner,0,2,0
1783,Graduate,71232.0,91,653,17,170,34,26,17,2,11,2,10,7,4316,65,Partner,1,3,1
1784,Graduate,34600.0,8,199,33,60,8,3,15,5,5,2,5,8,4343,53,Partner,2,4,1
1785,Graduate,46904.0,20,153,4,56,0,9,31,4,5,1,4,8,4707,57,Alone,2,3,1
1786,Graduate,49094.0,6,376,0,38,11,8,69,5,6,3,6,6,4689,51,Partner,1,3,1
1787,Graduate,36075.0,54,46,0,30,12,1,30,1,2,0,4,6,4335,41,Partner,1,3,1
1788,Undergraduate,60839.0,72,600,21,128,223,150,128,13,2,2,12,8,4682,45,Partner,2,4,1
1789,Graduate,77298.0,46,425,115,292,23,35,79,1,6,6,11,3,4342,45,Partner,1,3,1
1790,Graduate,34026.0,11,18,6,15,12,8,17,3,2,1,3,5,4339,74,Partner,2,4,1
1791,Postgraduate,48918.0,21,52,0,9,0,0,1,2,1,0,4,4,3967,61,Alone,2,3,1
1792,Undergraduate,82122.0,89,734,22,350,151,25,100,1,3,9,13,1,4329,62,Partner,0,2,0
1793,Graduate,37697.0,82,34,6,21,11,4,8,1,2,1,3,6,3972,48,Alone,1,2,1
1794,Graduate,34074.0,69,135,1,41,10,1,67,5,3,3,3,6,4331,72,Partner,2,4,1
1795,Postgraduate,28520.0,55,11,0,10,0,2,20,1,1,1,2,6,4330,64,Partner,2,4,1
1796,Graduate,62535.0,13,163,48,90,0,45,52,1,3,2,8,3,4341,69,Alone,1,2,1
1797,Postgraduate,36273.0,80,29,3,30,3,2,9,2,3,0,3,6,3963,47,Alone,1,2,1
1798,Graduate,63404.0,97,734,26,70,11,44,17,2,6,3,4,4,3973,60,Partner,2,4,1
1799,Undergraduate,75774.0,27,340,21,134,258,14,56,1,7,5,8,4,3977,43,Partner,1,3,1
1800,Graduate,78416.0,99,453,38,279,188,38,183,2,7,7,10,3,3952,48,Partner,1,3,1
1801,Graduate,75702.0,87,1073,0,629,145,37,37,1,10,5,13,6,4696,50,Partner,1,3,1
1802,Postgraduate,59385.0,85,135,0,10,0,4,36,2,3,1,4,5,4316,73,Partner,2,4,1
1803,Graduate,37070.0,30,231,7,137,4,15,39,9,5,1,8,7,4324,58,Alone,2,3,1
1804,Graduate,44689.0,82,18,0,5,0,0,11,2,1,1,2,7,3969,73,Partner,2,4,1
1805,Graduate,53977.0,21,620,16,165,0,24,82,5,5,5,12,5,4336,66,Partner,1,3,1
1806,Postgraduate,7144.0,92,81,4,33,5,2,291,0,23,1,1,0,4337,58,Alone,2,3,1
1807,Graduate,18701.0,95,12,4,2,10,6,10,4,2,0,4,5,4340,60,Alone,2,3,1
1808,Graduate,90369.0,2,292,51,981,224,23,17,1,4,6,6,1,3951,68,Partner,0,2,0
1809,Postgraduate,63159.0,74,965,34,586,89,86,37,1,3,5,8,3,4705,50,Alone,0,1,0
1810,Graduate,37758.0,49,27,2,10,0,0,1,2,1,0,3,8,4706,58,Partner,2,4,1
1811,Postgraduate,46757.0,71,777,30,163,0,51,122,6,4,4,7,9,4694,61,Alone,1,2,1
1812,Postgraduate,79734.0,72,572,8,232,23,62,17,1,4,3,6,1,3951,55,Partner,0,2,0
1813,Graduate,63207.0,68,438,169,565,91,169,70,1,2,3,6,7,4324,32,Partner,0,2,0
1814,Graduate,72071.0,4,531,69,300,150,138,150,3,5,4,8,2,4330,70,Alone,1,2,1
1815,Postgraduate,21840.0,80,17,0,9,0,0,1,1,1,0,3,9,4323,41,Partner,1,3,1
1816,Undergraduate,58582.0,15,402,35,106,101,77,42,2,9,2,9,5,4316,42,Partner,1,3,1
1817,Graduate,72282.0,70,503,27,419,90,139,153,1,5,7,9,7,4325,73,Alone,0,1,0
1818,Graduate,50387.0,91,369,9,87,12,14,34,3,6,2,8,5,4313,68,Partner,2,4,1
1819,Postgraduate,32583.0,10,5,0,3,0,0,1,1,1,0,2,7,3964,63,Partner,2,4,1
1820,Graduate,62568.0,99,362,17,398,80,35,61,3,5,3,5,4,3972,62,Partner,1,3,1
1821,Postgraduate,44635.0,25,56,0,9,0,0,3,2,2,0,3,7,4333,53,Alone,2,3,1
1822,Postgraduate,33316.0,34,79,1,31,4,4,12,3,2,1,4,6,4340,53,Alone,2,3,1
1823,Graduate,63967.0,57,387,84,141,73,35,162,3,4,4,12,2,4335,56,Partner,1,3,1
1824,Undergraduate,52513.0,84,367,17,241,104,188,232,2,9,5,9,7,4706,46,Partner,0,2,0
1825,Graduate,25293.0,51,15,0,11,0,2,9,1,1,1,2,8,4329,55,Partner,1,3,1
1826,Postgraduate,54111.0,97,267,6,54,8,3,50,2,5,2,6,5,4319,59,Alone,1,2,1
1827,Graduate,78394.0,13,298,27,697,216,24,166,1,4,6,5,2,4329,38,Partner,0,2,0
1828,Postgraduate,80739.0,92,674,92,736,39,0,92,1,3,11,9,1,4321,66,Partner,0,2,0
1829,Postgraduate,22669.0,30,16,14,36,37,22,48,3,4,1,2,9,4322,49,Partner,1,3,1
1830,Graduate,29236.0,30,37,4,24,16,9,9,2,4,0,3,9,4336,37,Alone,1,2,1
1831,Graduate,44911.0,11,159,0,22,2,1,31,3,4,1,4,7,4329,65,Partner,1,3,1
1832,Postgraduate,54693.0,72,686,17,142,23,26,35,8,6,4,13,6,4327,62,Partner,1,3,1
1833,Graduate,48186.0,39,97,3,66,12,7,34,3,4,1,4,7,3959,50,Partner,1,3,1
1834,Graduate,54809.0,0,63,6,57,13,13,22,4,2,1,5,4,4333,47,Partner,2,4,1
1835,Graduate,41580.0,15,56,5,24,4,0,3,3,2,1,3,5,4700,46,Partner,2,4,1
1836,Postgraduate,80336.0,12,209,19,456,160,142,66,1,2,9,13,1,4335,54,Partner,0,2,0
1837,Graduate,47743.0,56,198,2,43,0,12,20,3,4,1,6,6,4322,67,Partner,1,3,1
1838,Undergraduate,62972.0,39,313,15,47,20,0,192,2,7,4,3,6,4707,69,Partner,1,3,1
1839,Postgraduate,57333.0,55,941,14,397,76,58,176,11,8,5,9,6,4688,70,Alone,1,2,1
1840,Postgraduate,32313.0,60,86,4,56,2,4,7,3,4,0,4,9,4333,42,Partner,1,3,1
1841,Postgraduate,84953.0,73,167,48,602,63,72,72,1,3,10,4,2,4341,71,Alone,0,1,0
1842,Postgraduate,27071.0,90,8,3,19,0,2,3,2,2,0,3,6,3956,56,Alone,1,2,1
